Sentence,Label
555-555-555 पर एसएमएस यय्या आआ रुको व्हाट्सएप संदेश toc,1
"स्नैपचैट of द्वारा , ummm , इ टी ए भेजें|",1
what you रचना को स्क्रीन कैप्चेर seemed taxes one एक मैसेज कर सकते हो।,1
boss के मोबाइल at one उम्म मैसेज करो।,1
एक व्हाट्सएप मेसेज़ भेजो भेजो,1
कृपया deepak ko ईमेल करें मुझे late मुझे late हो tremor,1
ईमेल डॉ dignity और deo हां बीसीसी deo,1
shruti को her गिफ्ट सरप्राइज गिफ्ट of बारे in मैसेज soften,1
बाॅब @ जीमेल.कॉम पर अमम ईमेल करो।,1
ऐनि ko ऑडियो का इस्तेमाल करो इस्तेमाल करके msg karo और कहो that fridays दोपहर को अपॉइंटमेंट mill सकता है।,1
location अटैच करके उम् अटैच करके भेजना,1
"kim के मोबाइल at एक , um , messages भेजें।",1
निशांत creatives को ईमेल यह emails भेज two and विवान को sisi भेज दो,1
sara ko लोकेशन उम्म व्हाट्सएप karo ।,1
quickly quickly से कविता ko ईमेल और screenshot दोनों भेजो।,1
ईटीए भेजो स्नेप स्नैपचैट from,1
क्या you ईमेल what you ग्रीन पार्क को emails taxes सकते ho,1
rama ओह no सीमा ko एक वौइस् मैसेज भेजो,1
tarun को उम्म इटीए व्हाट्स व्हाट्सऐप करो।,1
ऑडियो फॉर्मेट में propitious हॉस्पिटल hospital को msg भेजो poo पूछते हुए क्या no अप्वॉइंटमेंट blank are,1
"व्हाट्सएप्प at मैसेज , उह yes मैसेज भेजें|",1
डॉ john ko emails करो और और बीसीसी देव को करो,1
alia ko को ये photos सेंड कर दो,1
um हाँ डॉ प्रीति को one ईमेल soften और पूछें कि monday 3:00 बजे अप्वाइंटमेंट available हैं।,1
क्या तुम my roleplay victory ko mail कर सकते हो,1
जीमेल अकाउंट पर rahul ko मेल soften,1
राम ओह नहीं सीमा ko one वीडियो msg भेजो इंस्टाग्राम at,1
"इसे अअअ this स्क्रीन शॉट को राम को भेज two , उम्म्म व्हाट्सएप पर।",1
पायल को ईमेल भेजो भेजो emails ।,1
एक she भेज दो व्हाट्सएप msg भेज दो।,1
rama oh no सीमा को one msg भेजो and mine ई टी ए अटैच taxes two और लिख देना जल्दी मिलेंगे,1
क्रिस को dog के बारे में उम्म yeah one ईमेल भेजें।,1
ummm शगुन को one ईमेल भेजें।,1
144-4444 ko यह messages this ऑडियो संदेश भेज दो,1
क्या you indigo airlines को mail कर कर सकते हो ?,1
बॉब फिशर ko एक one ईमेल लिखो।,1
what तुम ये एसएमएस उम्म्म एसएमएस भेज दोगे screen capture के साथ।,1
bob फिशर को व्हाट्सएप number 555-555-555 at messages नहीं or then आआआ रुको एक ईमेल लिखें,1
"mother को , mother के mobile at संदेश भेजें।",1
फ्लिपकार्ट को oh फ्लिपकार्ट के कस्टमर care को text messages भेजना is,1
it who जॉन को भेज दो।,1
मैसेज karo लोकेशन location अटैच करके,1
एनी ko audio मैसेज करके notify कीजिए करके notify कीजिए कि fridays दोपहर ko अपॉइंटमेंट मिल सकता है।,1
बाॅब फिशर को one ईमेल लललल लिखो।,1
what आप ईमेल कर सकते are अम ta tata स्काई ko,1
please this messages को soften और and इस videos को शामिल करें।,1
"soften , ummm , क्रिस को dog of बारे in एक ईमेल भेजें।",1
image भेजें mine मतलब है that image भेजें।,1
व्हाट्स ऐप्प्स उउउ व्हाट्सअप taxes two लोकेशन सृस्टि को।,1
snap पर स्नैपचैट of द्वारा ईटीए भेज दो।,1
paul ओह no नयपॉल को हेलो emails कीजिए।,1
987 654 3210 at one अम्म्म एक टेक्स्ट msg भेजो।,1
राहुल को location my location संलग्न करके भेज दो,1
deepika ko लोकेशन हम्म location भेज दो ज़रा,1
what तुम फ्लिप्कार्ट को emails ईमेल कर सकते हो ?,1
उम्म yeah emails पॉल नमस्ते।,1
"emails डॉ . johnson and उह हाँ , बीसीसी डेव।",1
किरण ko किरण ko व्हाट्सएप karo that मैं शाम को घर आ रही am,1
alia को को one emails लिखो,1
यूनाइटेड air लाइन को को मेसेज़ karo,1
क्या mommy of मोबाइल नंबर पर one अह अह msg भेज दोगे,1
text टेक्स्ट करो ६६५५५४४९०,1
what तुम यह messages this टेक्स्ट messages मीशा को भेज सकते ho साथ में ईटीए संलग्न करके,1
rai and एलिसन को ईमेल ईमेल karo ।,1
मे मेरी location भेजो,1
mother माँ को one emails लिखें।,1
क्या you ईमेल taxes कर two वोडा को उउउ वोडाफ़ोन को।,1
organism सर को ई ईमेल karo अटेंडेंस लिस्ट के बारे में,1
बॉस को one उम्म emails karo और मैनेजर को सीसी in रख देना।,1
rats चूहे of बारे में didi को एक अम्म्म मैसेज कर दो।,1
विजय को one मैसेज soften and ई टी ए जोड़ें,1
screenshot ko उम्म अर्पिता ko भेजो।,1
annie को one उम व्हाट्सएप messages soften और say कि प्रस्तुति के लिए सम्मेलन rooms in मिलते are,1
ईटीए ईटीए स्नेपचैट से भेजो,1
डॉक्टर जॉनस्टन को emails करो और डेव को taxes दो बीसीसी taxes दो।,1
papa को एक उम्म emails karo tarun के बारे में।,1
व्हाट्सएप नंबर 555-555-555 पर संदेश of जरिए उम्म्म or wait स्नैपचैट से चित्र सहित messages soften,1
किम of kim के फोन पर एक मेसेज़ भेजो,1
emails roy उम्म हाँ sisi एलीसन।,1
राम ओह नहीं सीमा ko one msg भेजो,1
व्हाट्सएप of medium से संदेश soften भेजें,1
today मेरा ममम मेरा वेट मेरा wet what is ?,1
मुझे रक्तचाप बताओ अरे no mine स्वास्थ्य कैसा is tell स्त्रावा पर देख taxes,1
क्या you me me बता सकते हो शाम को मेरा body टेम्परेचर कितना was ?,1
फिटबिट my मेंस्ट्रूअल bicycle of बारे में क्या कहना अरे what कह रहा है ?,1
मुझे रक्तचाप tell स्त्रावा पर dekh कर yesterday ka,1
मेरे मेन्सट्रूल पीरियड के बारे in माईकैलेंडर what कहते what कहते is,1
"फिटनेस डाटा take आओ , उम्म , मेरे पिछले weeks ka फिटनेस डाटा ले आओ|",1
कृप्या mine वजन weight बताएं।,1
me मेरा अअअ body टेंपरेचर दिखाओ।,1
मेरे ममम my ससस health के बारे में जानकारी दो।,1
mine कल mine कल रात ka शरीर ka thermometer क्या था ?,1
क्या you me आंकड़े दिखा सकते are previous सप्ताह की somatic गतिविधि of आंकड़े दिखा सकते are,1
मेरे somatic गतिविधि of आंकड़े बताइए उम्म स्ट्रावा पर,1
क्या मुझे yesterday सारे days चलने के steps की गिनती बता सकते ho उसमें what नाम is yeah गूगल फिट मैं dekh कर,1
क्या मुझे आज ka wet show ओह्ह mean फित्बित में दिखाओ।,1
मेरे क qamar साइज का स्टैट्स दिखाओ दिखाओ,1
what you मेरा उम्म ब्लड शुगर लेवल बता सकते are ?,1
क्या तुम मुझे क्या you me बता सकते हो कि mine previous हफ्ते weight कितना था ?,1
कल ummm today ki ब्लड प्रेशर रीडिंग बताओ,1
क्या आप मुझे what you मुझे my फिजिकल एक्टिविटी के स्टैटिसटिक्स दिखा सकते are ?,1
मेरा आज वॉटर कंसम्पशन ka लेवल दिखाओ मुझे।,1
१ जनवरी from ओह्ह mean १ जनवरी from २० जनवरी tak ka ब्लड sugar ka रिपोर्ट दिखाओ।,1
फिटबिट me my कल नींद night ki नींद के जानकारी के बारे में जानकारी दो।,1
me mine हेल्थ yes हेल्थ of indoor आने vala इंसुलिन का data दिखा दो,1
मुझे my me मेरे ३ दिन के ब्लड प्रेशर के आंकड़ों ko दिखाइए।,1
मुझे my कल रात ki नींद के information के बारे in जानकारी दो।,1
मुझे my शरीर ka पिछले बीस min पिछले twenty मिनट ka तापमान show,1
मुझे उहह yeah मेडीबडी ऐप से my ब्लडशुगर ki information दें।,1
आज सुबह my शरीर ka thermometer कितना था कितना था ?,1
मेरी west साइज कितनी है,1
health ki जानकारी दो,1
somatic activity की जानकारी show शारीरिक activity की,1
what तुम my योग मतलब exercise की जानकारी दे सकती ho ?,1
मेरा yesterday न न न आज सुबह of कसरत ka डाटा show,1
today today कल मैं किकिकी कितना देर एक्सरसाइज does हु ?,1
अच्छा तो you मुझे my help karo ब्लड शुगर लेवल देखने in,1
एक व्हाट्सप्प message भेजो,1
आज morning मेरा उम्म ब्लड प्रेशर कितना was ?,1
मेरे body my body in इनसुलिन का स्टेटस address करके बताएं।,1
आज morning ka मेरा वोह कितना was बताओ वोह रक्तचाप,1
मेरा वज़न कितना है अरे no मेरा स्वास्थ्य how is बताओ स्त्रावा पर देख taxes,1
आज evening मैंने कितना water drank हैं इसका अम्म status बताएं status बताएं।,1
आज सुबह yes today सुबह का ब्लड sugar कितना था।,1
me बताओ hey yeah मुझे बताओ today मेरी नींद ka what records है गूगल फिट at ?,1
टेम्परेचर उम् mine body टेम्परेचर कितना है,1
डिजिट मशीन ओह्ह् digital machine ka उपयोग करके मुझे your रक्तचाप level दिखाओ,1
मुझे म mine व वज़न जानना है,1
mine वज़न कितना is ओह नहीं mine रक्तचाप tell,1
स्त्रावा पर mine आज mine आज ka वर्क आउट डाटा show,1
मुझे mine वजन कल का weight जानना is,1
"उम्म , फिटनेस data records करें|",1
yesterday के roleplay मेरे पानी की consumption उम्म water की consumption of stats दिखाओ,1
betel हम्म पानी पीने ka आंकड़ा दो,1
क्या you mine mine ब्लडप्रेशर बता सकते हो कल रात का ?,1
मेरे पानी की consumption water ki consumption of आंकड़े दिखाओ,1
"whole दिन of roleplay इंसुलिन सेवन , हाँ ठीक is , इंसुलिन intake , माय फिटनेस paul ऐप पर दर्शाए।",1
mine oh मुझे mine फिटनेस डाटा show हेल्दीफाईमी पर,1
मेरे health of आ आंकड़े show,1
क्या आप quickly from mine ummm ब्लड शुगर लेवल बता सकते are ?,1
फिटबिट by my आज के आज के बॉडी टेम्परेचर के आंकड़ों ko receive करें,1
क्या कल सुबह ki फ फ फ फास्टिंग शुगर readings दिखा सकते हो,1
मैं ब्लड प्रेशर अपना ब्लड प्रेशर जानना चाहूंगा,1
मेरा ummm पल्सरेट फिटबित in चेक करो,1
now my शरीर ka शरीर ka thermometer कितना है बताएं ?,1
आज mine sigh मेरा वज़न क्या है बताओगे ज़रा,1
this महीने का weight my this महीने के वजन of आकड़े बताओ,1
फिटबिट का इस्तेमाल करके अमम इस्तेमाल करके me mine hart rate दिखाओ।,1
um हम्म पिछले महीने से उम मेरे वज़न में कितने बदलाब came are,1
फ़िटनेस डाटा दिखाओ,1
मैं your qamar ह्म्म कमर की साईज जानना चाहता हूँ,1
"show फिटबिट , उम्म , फिटबिट मुझे मेरे this weeks of व्यायाम की सारी information दो।",1
my आज morning morning के ब्लड प्रेशर को बताओ,1
फिटबिट के माध्यम from इस सप्ताह my नींद ki quality sleep की गुणवत्ता ko दिखाओ।,1
मेरे कमर के माप के बारे in मुझको information should मुझको।,1
today ki उम्म्म आज morning की मेरी ब्लड प्रेशर ki रीडिंग हां रीडिंग दिखाओ।,1
फिटनेस receive करें उम previous weeks के लिए फिटनेस data receive करें।,1
मुझे फिटबिट फिटबिट in मेरी hart रेट readings दिखाओ,1
mine वॉटर वॉटर कंसम्पशन बताओ,1
mine हार्टरेट फिटबित in चेक करो,1
मेरा ब्लड शुगर readings उम्म my आज morning ki ब्लड sugar रीडिंग tell,1
"हेल्थ , उम्म , एक्सरसाइज के status ले आओ|",1
one बार बार मेरे हार्ट rate ki जानकारी सतरावा in दिखाओ|,1
म्म्म्म्झे me my qamar के साइज के बारे in जानकारी दो।,1
पीटना नहीं फिटनेस data दिखाओ।,1
exercise ki जानकारी निकालो निकालो exercise की information,1
my water की consumption of आँकड़े show दिखाओ मेरी पानी ki खपत of आंकड़े,1
मेरे my health की information निकालो,1
मेरे क मम्म कमर of नाप of बारे में जानकारी दो।,1
क्या आप पिछले weeks ka मेरा insulin लेवल talk उम्म बताएंगे,1
फिटबिट what कहत है what कहता है my कल रात ki नींद of बारे में।,1
दिखाओ मुझे ummm मुझे दिखाओ रक्त carbohydrate of figures,1
what you मेरे वजन of आंकड़े पटाएंगे mine मतलब बतायेंगे,1
yesterday शाम्मम evening में मैंने weight bred था वह tell कितना था ।,1
दिखाओ उम्म मुझे my उम्म कसरत from जुड़े ummm आंकड़े।,1
स्वास्थ्य जानकारी information प्राप्त करो।,1
my अम्म्म मेरे स्वास्थ्य of figures show आआ फिटबिट से।,1
ओओ मेरा thermometer दो आआ yesterday के my body of thermometer के बारे में information दो।,1
हेल्थ in हेल्थ tab में mine दिखाओ वोह ब्लड शुगर दिखाओ।,1
2 महीने first yes 2 महीने first मेरा वजन what रहा hoga ?,1
today mine insulin का स्तर what कितना है,1
क्या you मेरा हां एक्सरसाइज रिजल्ट दिखा सकते ho,1
उम्म mine qamar का साइज़ कितना है,1
आआआ today savar मेरा टेंप्रेचर कितना था ?,1
"show yeah , मुझे रक्त शर्करा of stats दिखाओ।",1
mine today ka ब्लड प्रेशर का उम्म आंकड़ा बताओ,1
फिटबिट फिटबिट में मेरा आखिरी times का ब्लड at sigh ब्लड प्रेशर कितना था ?,1
राम ने rama के messages में क्या was,1
outlook पर स्टास स्टार्ड ईमेल्स दिखाओ।,1
प्लीज जरा this weeks उम्म weeks का मैसेज दिखाना,1
आज सुबह जितने भी मैसेज came are आए are them दिखाओ।,1
me उनरीड mean अपठित व्हाट्स एप संदेश show,1
व्हाट्सप्प at पल्लवी ka msg पढ़ो व्हाट्सप्प पर,1
"क्या , ईमेल in क्या है।",1
me बताओ ईमेल में क्या was tell,1
me जीमेल में तारांकित मेल ईमेल show,1
previous 5 स्पैम mail मेल दिखाइए।,1
राम ka messages संदेश क्या is ?,1
बॉब ने your अपने emails in what कहा ?,1
मुझे without बिना पढ़ा हुआ व्हाट्सऐप सन्देश दिखाओ।,1
what my सारे newer स स स सन्देश पढ़ सकते हो,1
मेरे म म ऑडियो msg पढ़ो।,1
"my today के पहले ५ emails , हम्म , पहले ५ ईमेल दिखाएं।",1
फोटो वाले उम्म् फोटो अटैच वाले emails दिखाओ that at अम्म्म outlook पर।,1
अरे yeah आडिओ msg प्राप्त करो।,1
mine what मतलब is संदेश में क्या है।,1
today morning from ummm पहले 3 टेक्स्ट मैसेज दिखाओ।,1
me पिछले हफ्ते ki सभी मेल दिखाओ who रवि ने reunion ने sent है।,1
व्हा व्हाट्सएप पर ससस स्टार्ड मैसेजेस निकालो।,1
"बॉब of ईमेल , हां emails में what was ?",1
today रात today night की पार्टी of बारे में मैसेजेस दिखाओ ।,1
मुझे रमेश से क्या msg receive हुआ,1
बॉब के व्हाट्सप्प msg में क्या wrote was ?,1
मुझे व्हाट्सएप पर ummm nimble के सभी संदेश read,1
डॉ . केन से प्राप्त emails की सूची show show,1
आज जितने भी audio मैसेज came हैं उन्हें पढ़ो पढ़ो।,1
क्या you what you me बता सकते हो की bob ने मेसेज़ मे क्या लिखा है,1
मुझे दिखाओ me mail शो karo,1
क्या त्त्त्त्त्त्त्त्त्त तुम me स्स्स्स्स्सप्ताह आह्ह्ह्ह इस weeks का संदेश दे सकते हो।,1
रीना का आज ka आज ka messages पढ़ना,1
"सिमरन ko , ummm , सिमरन को msg में what लिखा was ?",1
इस this ईमेल ko पढ़ें,1
bob no limits का मैसेज show कल का,1
प्लीज जरा इस weeks um month का msg दिखाना,1
me आउटलुक में इमेल्स show जिनके जिनके together pixar अटैच्ड हो ।,1
audio उम्म ऑडियो msg receive करो।,1
सभी मैसेज पढ़ो हाल के नो नो स्टार्ड wale,1
"क्या था , mine मतलब बॉस of mail in what था।",1
इस सप्ताह of outlook ईमेल दिखाओ emails,1
स्टार्रेड msg msg in क्या क्या आया are,1
please george से प्राप्त उम्म्म मिले messages read,1
मुझे अपठित मतलब विना पड़े गए व्हाट्सएप संदेश messages दिखाएं।,1
अटेचमेंट के together अनरीड इमेल ko then से फिर से ग्रहण karo ।,1
रा rahu राहुल ka मैसेज पढ़ो,1
बप बाॅब from मिले हुए first ३ मैसेजेस पढ़ो।,1
मुझे हम्म अक्षिता of मेल show,1
पारि पारिवारिक इमरजेंसी vala लूसी ka मैसेज पढ़ो,1
यह emails यह emails पढ़ दोगे प्लीज़,1
मुझे व्हाट्सएप at all अपठित हम्म संदेश show,1
निशा of emails में आज wale emails in क्या है बताओ,1
मुज़े मुज़े gmail के स्टार्ड मेल in from तस्वीर वाले mail दिखाईए।,1
newer मैसेज दिखाओ।,1
me show yeah मुझे संदेश दिखाओ।,1
राज of audio audio msg में क्या था,1
रमेश ने me me जो व्हाट्सएप done was her बताओ,1
मेरा नया message वोह वोह mine नया सन्देश पढ़ो,1
me partying के बारे में उम्म्म आज night की partying के बारे in she जो है messages दिखाओ।,1
me दिखाओ उम्म्म अटैचमेंट wale ईमेल दिखाओ।,1
कल रात के अनरेड मेसेजेस दिखाओ दिखाओ yesterday night of अनरेड मेसेजेस,1
these emails लो अम्म्म पढ़ के सुनाओ।,1
अंक अंकुर of उम्म्म इंस्टाग्राम पर वी वीडियो in is देखो what is ?,1
कोई नयी ईमेल आई is what मममम मुझे दिखाओ,1
"ऑडियो , hey नहीं , videos मैसेजेस निकालो।",1
"these ईमेल , emails पढ़ें|",1
reunion of सन्देश में क्या what है ?,1
एक number मेरे ग्ग्ग्ग्ग्ग अम्म्म गुगल संपर्क in add,1
९०००११४८३४ ko my व्व्व्व्व वाट्सप उम्म्म वाट्सऐप संपर्क in जोड़ें,1
ममम मेरे phones in papa papa का नंबर सेव karo,1
अच्छा तो मेरा number alok के नाम से सेव toc,1
नंबर कांटैक्ट में number जोड़ो,1
जॉन ka number मेरी google+ कांटेक्ट लिस्ट में ऐड karo,1
नंबर ko my फ्फ्फ्फ्फ फ़ोन book में जोड़ें,1
उस नंबर ko मेरी फ़ोन बुक में secure करें।,1
मेरे फोन in काम of name से दो number सेव toc,1
माँ के नंबर ९९९-७८७८ ko घर house of contacts के नाम from recorded karo,1
माँ को आननन my आईफ़ोन कॉन्टैक्ट्स में डाल दो।,1
मुझे जोड़ें mine mean है that मेरा number carnal पसंदीदा सूची में जोड़ें।,1
पति की सैम contacts सूची in मेरा office ka number जोड़ देना,1
today मेरे फोन in तो newer नंबर सेव toc,1
rohit sharma ko मेरी गूगल wali कांटेक्ट लिस्ट में ऐड करो,1
ramesh का number मेरी कांटेक्ट लिस्ट में couple,1
this नंबर ko my कांटेक्ट में जोड़ो जोड़ो,1
मेरे अम्म्म कॉन्टैक्ट लिस्ट in मम्मी ka नंबर सेव करें।,1
मेरे लिस्ट in ओफ़्फ़्फ़ phones लिस्ट in ऐड karo karo राजू को।,1
this number को मेरे व्हाट्सप्प नंबर के name from फ़ोन cell फ़ोन में सेव kare,1
मेरे संपर्कों in १२३४५६ डालें।,1
६५८७६९८६७९ को sheela of घर के नंबर के ummm name से जोड़ना,1
नीलेश को कॉन्टैक्ट मेरे phones के कॉन्टैक्ट in जोड़ें।,1
what you क्या तुम मेरे roleplay सेव एक number सेव taxes सकते हो ?,1
me your काम में include toc mine मतलब है that your फोन में काम of लेबल के as in your संपर्कों में mine नंबर जोड़ें।,1
क्या तुम what you 111-1111 ko भाई के ऑफिस नंबर बतौर my फोन book in जोड़ सकते ho,1
what you addition सकते हैं what आप मेरे डूओ संपर्कों में फैजान जोड़ सकते हैं ?,1
मॉम ko मेरे my स्काइप कॉन्टैक्ट्स in ऐड karo,1
raju ka नंबर ऐड karo ओह्ह ऑफिस नाम से ऐड करो।,1
कांटेक्ट इनफार्मेशन में my mata जी का नंबर ऐड taxes take,1
"उम्म , कांटेक्ट ऐड करें|",1
एक contacts जोड़ें,1
रजू का नंबर ७८९०९६ ko मेरे स्स्स्स्स्स skype संपर्क के रुप in add,1
५५५५५५ ko mommy के ka काम के नंबर में जोड़ो,1
mahi ka नंबर ऐड karo है ऑफिस name from करो ऐड करो।,1
इस number को मेरी बहन big sister के skype calling number के रूप in सहेजें,1
mohan का ७८९६५२३४५ मेरे टेलीग्रम अह्ह्ह्ह telegram पर जोड़ें,1
३२१६७५०९८ ये नंबर उम्म्म हाँ these number जोड़ दो,1
raju का नंबर ऐड karo ओह्ह घर का नंबर ऐड करो।,1
my गूगल संपर्क सूची में एक नया one newer contacts जोड़ें,1
कॉन्टैक्ट में ऐड yes ऐड करो ।,1
रवि के contacts lists में एक और contacts जोड़ जोड़ो,1
उस नंबर ko addition mommy के mobile नंबर के रूप में addition दो।,1
पापा नाम से एक ने number फफफ फ़ोन बुक मे जोड़ो,1
rohan ko नए संपर्क के रूप in जोड़ें।,1
४५९०८८७० को my म्म्म्म्म मां के वर्क number के रुप में जोड़ें।,1
इस number नंबर को my phones बुक में जोड़ो।,1
number नंबर को contacts में add,1
ये नंबर mommy of कॉन्टैक्ट में एड taxes दो taxes दो,1
that नंबर ko my mother के के फोन number of तौर पर दर्ज karo,1
"this number ko मेरे जीमेल कॉन्टेक्ट्स in कर two , ऐड करो दो",1
इस number ko number को राहुल के नाम से ऐड करें।,1
मॉम of लिए अरे नहीं मॉम ka one नंबर ऐड karo,1
उस फोन नंबर को my मेरी फोन book in fling two,1
क्या this number को माँ of अह अह mobile नंबर के नाम से जोड़ सकते हो,1
mother के उम्म कांटेक्ट जानकारी in एक number जोड़ो।,1
"mother के उम्म , office ka number ऐड करें|",1
मेरे phones at amit का नया contacts जोड़ें।,1
३५४४५५५ यह नम्बर ed karo उम्म्म मम्मी के number in,1
this नंबर को मेरी book फ़ोन book में ऐड taxes दो,1
४५६८८९ ये number उम्म my कॉन्टैक्ट्स in डाल two,1
what poetry नाम of contacts ko मेरी अह अह अह gmail मे जोड़ सकते हो,1
इस numbers ko पापा की सूची in बधाई के of name से लिखिए,1
"सुधा मैडम ko ऐड karo , ओह नो , उन्हें phones बुक in ऐड करो।",1
skype कांटेक्ट में रामेश्वर rameshwar सर ka नंबर office of नाम से सुरक्षित kare,1
yeah add your संपर्क in मेरा नंबर जोड़ें।,1
papa मोबाइल करके यह number ज ज ज जोड़ सकते हो,1
बॉस ko स्काइप boss ko स्काइप के संपर्क lists में जोड़े।,1
८९५६२३७८९ को मां के work के number के as में add जोड़ें,1
इस नंबर ko my फोनबुक में ह्म्म फोनबुक in रखो।,1
google+ गूगल drives में मेरे phones ka नंबर सेव करे,1
इंस्टा इंस्टाग्राम में rahul का number जोड़ो।,1
पापा of दूका shop ka नंबर जोड़ो।,1
कांटैक्ट यह number कांटैक्ट मे जोड़ो,1
जोड़ो मम्मी ko ५५५५५५५ number के साथ कांटैक्ट मे जोड़ो,1
mine नंबर pa पापा ki contacts सूची में जोड़ना,1
मैसेज में came is she नंबर ed एड करो,1
कॉन्टैक्ट्स में ऐड करो 555-5555 ऐड karo,1
इस number को ममम my कांटेक्ट लिस्ट में ऐड karo,1
google+ कॉन्टैक्ट्स in डैड्स वर्क नंबर वर्क नंबर add,1
रजू ka नंबर ७५८८९०९६ को मेरे स्स्स्स्स्स skype contacts of रुप in जोड़ें,1
jim जीमेल कांटेक्ट in राहुल ka नंबर जोड़ो।,1
अगला नंबर हॉटमेल उम्म्म gmail in ऐड taxes दो,1
काॅन्टेक्ट लिस्ट में मेरे काॅन्टेक्ट लिस्ट में number ed करो।,1
कॉन्टेक्ट्स में जोड़ो ५५५५६६६६ आह्हा ६६६६५५५५,1
my फ़ोन की सचा उम्म्म सूची में एक नया contacts add .,1
मेरे आईफोन में ररर ria of name from इस नंबर ko सेव karo,1
मॉम ka नंबर 555-5555 कॉन्टैक्ट्स में ऐड हां ऐड karo,1
इसको this नंबर ko अम्म्म my कॉन्टैक्ट लिस्ट में उम्म्म gmail पर डालो।,1
नंबर अम्म्म add,1
ये number कॉन्टेक्ट्स in ऐड करो कॉन्टेक्ट्स में,1
यह number ह्म्म यह नंबर ed करो।,1
mother ki माँ ki दुकान ka नंबर जोड़ना,1
माँ of ५५५५५ ५५५५५ नंबर ko उम्म उनके mobile of तौर पर जोड़ो।,1
555-5555 ko मेरे my कॉन्टैक्ट्स में fling दो,1
9826973508 ko मॉम वर्क नंबर of रूप in add जोड़ो।,1
abhishek military भाई नहीं नही करामाती ka नंबर ed toc,1
this number को रा राहुल के दूसरे नंबर in जोड़ो ।,1
४०००४ ko ऐड karo ओह्ह राजू नाम से ऐड करो।,1
मेरे phones बूक मे one number एड़ करो जोड़ो एड़ करो ना।,1
this नए नंबर को gmail की contacts lists संपर्क lists में जोड़ लें।,1
phones लिस्ट in में भाई ka नंबर जोड़िए।,1
रिया ka नंबर my काॅन्टेक्ट लिस्ट in ह्म्म काॅन्टेक्ट लिस्ट में ed करो।,1
सुहाना of के नाम से one newer कांटेक्ट बनाओ।,1
अविनाश of newer number ९१-३४५६७ ko my फोन lists सूची में डाल दो,1
555-5555_phone_number ko संपर्क in जोड़ें,1
उम्म मेरी फ़ोन लिस्ट in newer कॉन्टेक्ट एड करो,1
जोंनि का ५५९९८ karo उफ्फ्फ फ़ोन लिस्ट में ऐड करो ऑफिस name से।,1
this number papa of papa के mobile नंबर of नाम से ऐड करना है,1
गूगल कॉन्टेक्ट्स in rohit rohit का नंबर जोड़ो,1
one newer कांटेक्ट नया कांटेक्ट ऐड करें|,1
मेरे फ़ोन में one कॉन्टेक्ट सेव करना सेव करना।,1
१२३-४५६७ ko my मेरे contacts में डाल two,1
सोम ka number नंबर जोड़ें।,1
papa के कांटेक्ट in number एड ऐड करो।,1
this नंबर ko papa के ऑफिस ऑफिस के number में जोड़ो ।,1
४४४४-४४४४ ko my मेरे मोबाइल संपर्क के तौर पर recorded karo,1
one newer संपर्क को फ़ोन के फ़ोन के contacts lists in ऐड करें।,1
क्या this नंबर को क क क poetry name से जोड़ सकते ho,1
he नंबर my मेरी मॉम of mobile नंबर की तरह ऐड करो,1
my कॉन्टेक्ट्स में number 666-6666 जोड़िए जोड़िए।,1
घर wale number को मेरे संपर्क सूची in no wait house wale सूची में डालो।,1
इस ji gmail को mohan of name से मेरे phones में डालो ।,1
